id,rank,country,vehicle_type,type,status,column_index,row_index,predecessor,order_in_folder,have_prem_flag
ah_mk1,7,britain,Вертолёты,vehicle,standard,0,0,lynx_ah_mk1,,False
super_hind_mk3,6,britain,Вертолёты,vehicle,premium,0,0,,,True
g_lynx,6,britain,Вертолёты,vehicle,premium,0,1,,,False
ah_2_rooivalk,6,britain,Вертолёты,vehicle,premium,0,2,,,False
fury_group,1,britain,Авиация,folder,standard,0,0,,,False
fury_mk1,1,britain,Авиация,vehicle,standard,0,0,fury_group,0,False
fury_mk2,1,britain,Авиация,vehicle,standard,0,0,fury_mk1,1,False
hurricane_group,2,britain,Авиация,folder,standard,0,0,,,False
hurricanemkii,2,britain,Авиация,vehicle,standard,0,0,hurricane_group,0,False
hurricane_mk1,2,britain,Авиация,vehicle,standard,0,0,hurricanemkii,1,False
typhoon_mk1a,2,britain,Авиация,vehicle,standard,0,1,hurricane_group,,False
typhoon_mk1b_late,3,britain,Авиация,vehicle,standard,0,0,typhoon_mk1a,,False
tempest_mkv,4,britain,Авиация,vehicle,standard,0,0,typhoon_mk1b_late,,False
tempest_mk2,4,britain,Авиация,vehicle,standard,0,1,tempest_mkv,,False
vampire_fb5,5,britain,Авиация,vehicle,standard,0,0,tempest_mk2,,False
venom_fb4,5,britain,Авиация,vehicle,standard,0,1,vampire_fb5,,False
hunter_f1,6,britain,Авиация,vehicle,standard,0,0,venom_fb4,,False
hunter_f6,6,britain,Авиация,vehicle,standard,0,1,hunter_f1,,False
f-4m_fgr2,7,britain,Авиация,vehicle,standard,0,0,hunter_f6,,False
saab_jas39c_south_africa,8,britain,Авиация,vehicle,standard,0,0,f-4m_fgr2,,False
ef_2000_fgr4,8,britain,Авиация,vehicle,standard,0,1,saab_jas39c_south_africa,,False
gladiator_mk2_france,1,britain,Авиация,vehicle,standard,1,0,,,True
gladiator_mk2_silver,1,britain,Авиация,vehicle,standard,1,1,,,True
gladiator_mk2,1,britain,Авиация,vehicle,standard,1,2,,,False
spitfire_mk1_group,2,britain,Авиация,folder,standard,1,0,,,False
spitfire_mk1,2,britain,Авиация,vehicle,standard,1,0,spitfire_mk1_group,0,False
spitfiremkiia,2,britain,Авиация,vehicle,standard,1,0,spitfire_mk1,1,False
spitfiremkii,2,britain,Авиация,vehicle,standard,1,1,spitfire_mk1_group,,False
spitfire_mk5b_group,2,britain,Авиация,folder,standard,1,2,spitfiremkii,,False
spitfire_mk5b,2,britain,Авиация,vehicle,standard,1,2,spitfire_mk5b_group,0,False
spitfire_mk5b_notrop,2,britain,Авиация,vehicle,standard,1,2,spitfire_mk5b,1,False
spitfire_mk9_group,3,britain,Авиация,folder,standard,1,0,spitfire_mk5b_group,,False
spitfire_ix_early,3,britain,Авиация,vehicle,standard,1,0,spitfire_mk9_group,0,False
spitfire_xvi,3,britain,Авиация,vehicle,standard,1,0,spitfire_ix_early,1,False
spitfire_mk5c_group,3,britain,Авиация,folder,standard,1,1,spitfire_mk9_group,,False
spitfire_mk5c,3,britain,Авиация,vehicle,standard,1,1,spitfire_mk5c_group,0,False
spitfire_mk5c_notrop,3,britain,Авиация,vehicle,standard,1,1,spitfire_mk5c,1,False
spitfire_mk9e_group,4,britain,Авиация,folder,standard,1,0,spitfire_mk5c_group,,False
spitfire_mk14e,4,britain,Авиация,vehicle,standard,1,0,spitfire_mk9e_group,0,False
spitfire_mk18e,4,britain,Авиация,vehicle,standard,1,0,spitfire_mk14e,1,False
spitfire_ix,4,britain,Авиация,vehicle,standard,1,0,spitfire_mk18e,2,False
spitfire_griffon_group,4,britain,Авиация,folder,standard,1,1,spitfire_mk9e_group,,False
spitfire_f22,4,britain,Авиация,vehicle,standard,1,1,spitfire_griffon_group,0,False
spitfire_f24,4,britain,Авиация,vehicle,standard,1,1,spitfire_f22,1,False
meteor3_group,5,britain,Авиация,folder,standard,1,0,spitfire_griffon_group,,False
meteor_fmk3,5,britain,Авиация,vehicle,standard,1,0,meteor3_group,0,False
meteor_fmk3_navy,5,britain,Авиация,vehicle,standard,1,0,meteor_fmk3,1,False
meteor4_group,5,britain,Авиация,folder,standard,1,1,meteor3_group,,False
meteor_fmk4_lw,5,britain,Авиация,vehicle,standard,1,1,meteor4_group,0,False
meteor_fmk4_sw,5,britain,Авиация,vehicle,standard,1,1,meteor_fmk4_lw,1,False
meteor_fmk8,5,britain,Авиация,vehicle,standard,1,1,meteor_fmk4_sw,2,False
javelin_fmk9,6,britain,Авиация,vehicle,standard,1,0,meteor4_group,,False
lightning_f6,6,britain,Авиация,vehicle,standard,1,1,javelin_fmk9,,False
tornado_f3,8,britain,Авиация,vehicle,standard,1,0,lightning_f6,,False
tornado_f3_late,8,britain,Авиация,vehicle,standard,1,1,tornado_f3,,False
nimrod_mk1,1,britain,Авиация,vehicle,standard,2,0,,,False
nimrod_mk2,1,britain,Авиация,vehicle,standard,2,1,nimrod_mk1,,False
gladiator_mk2_navy,1,britain,Авиация,vehicle,standard,2,2,nimrod_mk2,,False
hurricane_mk1b,2,britain,Авиация,vehicle,standard,2,0,,,False
hurricane_mk1c,2,britain,Авиация,vehicle,standard,2,1,hurricane_mk1b,,False
firebrand_tf4,2,britain,Авиация,vehicle,standard,2,2,hurricane_mk1c,,False
firefly_group,3,britain,Авиация,folder,standard,2,0,firebrand_tf4,,False
firefly_mk1,3,britain,Авиация,vehicle,standard,2,0,firefly_group,0,False
firefly_mk5,3,britain,Авиация,vehicle,standard,2,0,firefly_mk1,1,False
seafire_mk3,3,britain,Авиация,vehicle,standard,2,1,firefly_group,,False
seafire_group,4,britain,Авиация,folder,standard,2,0,seafire_mk3,,False
seafire_mk17,4,britain,Авиация,vehicle,standard,2,0,seafire_group,0,False
seafire_fr47,4,britain,Авиация,vehicle,standard,2,0,seafire_mk17,1,False
sea_fury_fb11,4,britain,Авиация,vehicle,standard,2,1,seafire_group,,False
attaker_fb1,5,britain,Авиация,vehicle,standard,2,0,sea_fury_fb11,,False
sea_hawk_group,5,britain,Авиация,folder,standard,2,1,attaker_fb1,,False
sea_hawk_fga6,5,britain,Авиация,vehicle,standard,2,1,sea_hawk_group,0,False
sea_venom_faw20,5,britain,Авиация,vehicle,standard,2,1,sea_hawk_fga6,1,False
scimitar_f1,6,britain,Авиация,vehicle,standard,2,0,sea_hawk_group,,False
harrier_frs1_early,7,britain,Авиация,vehicle,standard,2,0,scimitar_f1,,False
f-4k,7,britain,Авиация,vehicle,standard,2,1,harrier_frs1_early,,False
fa_18a_raaf,8,britain,Авиация,vehicle,standard,2,0,f-4k,,False
sea_harrier_fa2,8,britain,Авиация,vehicle,standard,2,1,fa_18a_raaf,,False
fa_18a_hug_2_raaf,8,britain,Авиация,vehicle,standard,2,2,sea_harrier_fa2,,False
v_156_b1,1,britain,Авиация,vehicle,standard,3,0,,,False
blenheim_group,1,britain,Авиация,folder,standard,3,1,v_156_b1,,False
blenheim_mkiv,1,britain,Авиация,vehicle,standard,3,1,blenheim_group,0,False
beaufort_mkviii,1,britain,Авиация,vehicle,standard,3,1,blenheim_mkiv,1,False
hurricane_mk4,2,britain,Авиация,vehicle,standard,3,0,,,False
beaufighter_group,2,britain,Авиация,folder,standard,3,1,hurricane_mk4,,False
beaufighter_mk6c,2,britain,Авиация,vehicle,standard,3,1,beaufighter_group,0,False
beaufighter_mkx,2,britain,Авиация,vehicle,standard,3,1,beaufighter_mk6c,1,False
beaufighter_mk21,2,britain,Авиация,vehicle,standard,3,1,beaufighter_mkx,2,False
tempest_mkv_vikkers,2,britain,Авиация,vehicle,standard,3,2,beaufighter_group,,False
mosquito_group,3,britain,Авиация,folder,standard,3,0,tempest_mkv_vikkers,,False
mosquito_fb_mk6,3,britain,Авиация,vehicle,standard,3,0,mosquito_group,0,False
mosquito_fb_mk18,3,britain,Авиация,vehicle,standard,3,0,mosquito_fb_mk6,1,False
mosquito_nf_mk2,3,britain,Авиация,vehicle,standard,3,0,mosquito_fb_mk18,2,False
mosquito_tr_mk33,3,britain,Авиация,vehicle,standard,3,0,mosquito_nf_mk2,3,False
brigand_group,3,britain,Авиация,folder,standard,3,1,mosquito_group,,False
brigand_b1,3,britain,Авиация,vehicle,standard,3,1,brigand_group,0,False
whirlwind_mk1,3,britain,Авиация,vehicle,standard,3,1,brigand_b1,1,False
hornet_mk3,4,britain,Авиация,vehicle,standard,3,0,brigand_group,,False
swift_f1,5,britain,Авиация,vehicle,standard,3,0,hornet_mk3,,False
swift_f7,5,britain,Авиация,vehicle,standard,3,1,swift_f1,,False
jaguar_gr1,6,britain,Авиация,vehicle,standard,3,0,swift_f7,,False
harrier_gr3,6,britain,Авиация,vehicle,standard,3,1,jaguar_gr1,,False
jaguar_gr1a,7,britain,Авиация,vehicle,standard,3,0,harrier_gr3,,False
harrier_gr7,8,britain,Авиация,vehicle,standard,3,0,jaguar_gr1a,,False
hp_12,1,britain,Авиация,vehicle,standard,4,0,,,True
swordfish_mk1,1,britain,Авиация,vehicle,standard,4,1,,,False
hampden_group,1,britain,Авиация,folder,standard,4,2,swordfish_mk1,,False
hp52_hampden_mk1_late,1,britain,Авиация,vehicle,standard,4,2,hampden_group,0,False
hp52_hampden_tbmk1,1,britain,Авиация,vehicle,standard,4,2,hp52_hampden_mk1_late,1,False
sunderland_group,2,britain,Авиация,folder,standard,4,0,,,False
sunderland_mk3a,2,britain,Авиация,vehicle,standard,4,0,sunderland_group,0,False
sunderland_mk5,2,britain,Авиация,vehicle,standard,4,0,sunderland_mk3a,1,False
wellington_group,2,britain,Авиация,folder,standard,4,1,sunderland_group,,False
wellington_mk1c,2,britain,Авиация,vehicle,standard,4,1,wellington_group,0,False
wellington_mk1c_late,2,britain,Авиация,vehicle,standard,4,1,wellington_mk1c,1,False
wellington_late_group,2,britain,Авиация,folder,standard,4,2,wellington_group,,False
wellington_mk3,2,britain,Авиация,vehicle,standard,4,2,wellington_late_group,0,False
wellington_mk10,2,britain,Авиация,vehicle,standard,4,2,wellington_mk3,1,False
halifax_mk3,3,britain,Авиация,vehicle,standard,4,0,wellington_late_group,,False
stirling_group,3,britain,Авиация,folder,standard,4,1,halifax_mk3,,False
stirling_mk1,3,britain,Авиация,vehicle,standard,4,1,stirling_group,0,False
stirling_mk3,3,britain,Авиация,vehicle,standard,4,1,stirling_mk1,1,False
lancaster_group,4,britain,Авиация,folder,standard,4,0,stirling_group,,False
lancaster_mk1,4,britain,Авиация,vehicle,standard,4,0,lancaster_group,0,False
lancaster_mk3,4,britain,Авиация,vehicle,standard,4,0,lancaster_mk1,1,False
lincoln_group,4,britain,Авиация,folder,standard,4,1,lancaster_group,,False
lincoln_b2,4,britain,Авиация,vehicle,standard,4,1,lincoln_group,0,False
shackleton_mr_mk_2,4,britain,Авиация,vehicle,standard,4,1,lincoln_b2,1,False
canberra_group,5,britain,Авиация,folder,standard,4,0,lincoln_group,,False
canberra_bmk2,5,britain,Авиация,vehicle,standard,4,0,canberra_group,0,False
canberra_bimk6,5,britain,Авиация,vehicle,standard,4,0,canberra_bmk2,1,False
buccaneer_s2,6,britain,Авиация,vehicle,standard,4,0,canberra_group,,False
buccaneer_s2b,7,britain,Авиация,vehicle,standard,4,0,buccaneer_s2,,False
f_111c_raaf,7,britain,Авиация,vehicle,standard,4,1,buccaneer_s2b,,False
tornado_gr1,8,britain,Авиация,vehicle,standard,4,0,f_111c_raaf,,False
tornado_gr4,8,britain,Авиация,vehicle,standard,4,1,tornado_gr1,,False
gladiator_mk2_tuck,1,britain,Авиация,vehicle,premium,0,0,,,False
wirraway,1,britain,Авиация,vehicle,premium,0,1,,,False
osprey_mk4,1,britain,Авиация,vehicle,premium,0,2,,,True
walrus_mk1,1,britain,Авиация,vehicle,premium,0,3,,,True
fairey_3f_mk3b,1,britain,Авиация,vehicle,premium,0,4,,,True
avenger_mk1,2,britain,Авиация,vehicle,premium,0,0,,,False
hudson_mk_v,2,britain,Авиация,vehicle,premium,0,1,,,True
b_48_firecrest,2,britain,Авиация,vehicle,premium,0,2,,,True
corsair_fmk2,2,britain,Авиация,vehicle,premium,0,3,,,False
spitfiremkiia_ep,2,britain,Авиация,vehicle,premium,0,4,,,False
d_520,2,britain,Авиация,vehicle,premium,0,5,,,True
d_521,2,britain,Авиация,vehicle,premium,0,6,,,True
hellcat_fmk1,3,britain,Авиация,vehicle,premium,0,0,,,False
thunderbolt_mk1,3,britain,Авиация,vehicle,premium,0,1,,,False
p-51b,3,britain,Авиация,vehicle,premium,0,2,,,False
mb_5,4,britain,Авиация,vehicle,premium,0,0,,,False
hornet_mk1,4,britain,Авиация,vehicle,premium,0,1,,,False
spitfire_ix_plagis,4,britain,Авиация,vehicle,premium,0,2,,,True
strikemaster_mk88,4,britain,Авиация,vehicle,premium,0,3,,,True
meteor_fmk8_reaper,5,britain,Авиация,vehicle,premium,0,0,,,False
dh_110_sea_vixen,5,britain,Авиация,vehicle,premium,0,1,,,False
lightning_f53,6,britain,Авиация,vehicle,premium,0,0,,,True
harrier_gr1,6,britain,Авиация,vehicle,premium,0,1,,,False
harrier_frs1,7,britain,Авиация,vehicle,premium,0,0,,,True
f-4jk,7,britain,Авиация,vehicle,premium,0,1,,,True
mig-21_bison,8,britain,Авиация,vehicle,premium,0,0,,,True
cf_188a_canada,8,britain,Авиация,vehicle,premium,0,1,,,True
spad_13,1,britain,Авиация,vehicle,premium,1,0,,,True
swordfish_mk2,1,britain,Авиация,vehicle,premium,1,1,,,True
pby-5a_raf,1,britain,Авиация,vehicle,premium,1,2,,,False
intruder_mk_1,2,britain,Авиация,vehicle,premium,1,0,,,True
beaufighter_mk1_40mm,2,britain,Авиация,vehicle,premium,1,1,,,True
boston_mk_1,2,britain,Авиация,vehicle,premium,1,2,,,True
db_7,2,britain,Авиация,vehicle,premium,1,3,,,True
hurricane_mk1_late_ep,2,britain,Авиация,vehicle,premium,1,4,,,True
f4f-4_martlet_mk4,2,britain,Авиация,vehicle,premium,1,5,,,True
boomerang_mki,2,britain,Авиация,vehicle,premium,1,6,,,False
boomerang_mkii,2,britain,Авиация,vehicle,premium,1,7,,,True
typhoon_mk1b,3,britain,Авиация,vehicle,premium,1,0,,,True
whirlwind_p9,3,britain,Авиация,vehicle,premium,1,1,,,True
spitfire_mk9c_4cannons,3,britain,Авиация,vehicle,premium,1,2,,,True
wyvern_s4,4,britain,Авиация,vehicle,premium,1,0,,,True
spitfire_mk14c,4,britain,Авиация,vehicle,premium,1,1,,,False
spitfire_fr_mk14e,4,britain,Авиация,vehicle,premium,1,2,,,True
attaker_fb2,5,britain,Авиация,vehicle,premium,1,0,,,True
marut_mk1,5,britain,Авиация,vehicle,premium,1,1,,,True
buccaneer_s1,6,britain,Авиация,vehicle,premium,1,0,,,True
hunter_f9_rhodesia,6,britain,Авиация,vehicle,premium,1,1,,,True
jaguar_is,7,britain,Авиация,vehicle,premium,1,0,,,True
harrier_t10,7,britain,Авиация,vehicle,premium,1,1,,,True
uk_destroyer_v_class_vega,1,britain,Большой флот,vehicle,standard,0,0,,,False
uk_destroyer_hunt_2series,1,britain,Большой флот,vehicle,standard,0,1,uk_destroyer_v_class_vega,,False
uk_destroyer_tribal,2,britain,Большой флот,vehicle,standard,0,0,uk_destroyer_hunt_2series,,False
uk_destroyer_n_class,2,britain,Большой флот,vehicle,standard,0,1,uk_destroyer_tribal,,False
uk_destroyer_battle_group,3,britain,Большой флот,folder,standard,0,0,uk_destroyer_n_class,,False
uk_destroyer_battle_2series,3,britain,Большой флот,vehicle,standard,0,0,uk_destroyer_battle_group,0,False
uk_destroyer_battle_tobruk,3,britain,Большой флот,vehicle,standard,0,0,uk_destroyer_battle_2series,1,False
uk_cruiser_arethusa,3,britain,Большой флот,vehicle,standard,0,1,uk_destroyer_battle_group,,False
uk_cruiser_leander,4,britain,Большой флот,vehicle,standard,0,0,uk_cruiser_arethusa,,False
uk_cruiser_southampton,4,britain,Большой флот,vehicle,standard,0,1,uk_cruiser_leander,,False
uk_battleship_dreadnought,5,britain,Большой флот,vehicle,standard,0,0,uk_cruiser_southampton,,False
uk_battleship_orion,5,britain,Большой флот,vehicle,standard,0,1,uk_battleship_dreadnought,,False
uk_battleship_marlborough,6,britain,Большой флот,vehicle,standard,0,0,uk_battleship_orion,,False
uk_battleship_q_elizabet_class_warspite,6,britain,Большой флот,vehicle,standard,0,1,uk_battleship_marlborough,,False
uk_battleship_vanguard,7,britain,Большой флот,vehicle,standard,0,0,uk_battleship_q_elizabet_class_warspite,,False
uk_destroyer_g_grafton,1,britain,Большой флот,vehicle,standard,1,0,,,False
uk_destroyer_st_class_saumarez,1,britain,Большой флот,vehicle,standard,1,1,uk_destroyer_g_grafton,,False
uk_destroyer_hunt_4series,2,britain,Большой флот,vehicle,standard,1,0,uk_destroyer_st_class_saumarez,,False
uk_destroyer_k_class,2,britain,Большой флот,vehicle,standard,1,1,uk_destroyer_hunt_4series,,False
uk_destroyer_daring_group,3,britain,Большой флот,folder,standard,1,0,uk_destroyer_k_class,,False
uk_destroyer_daring_class_diana,3,britain,Большой флот,vehicle,standard,1,0,uk_destroyer_daring_group,0,False
uk_destroyer_daring_class_daring,3,britain,Большой флот,vehicle,standard,1,0,uk_destroyer_daring_class_diana,1,False
uk_cruiser_dido,4,britain,Большой флот,vehicle,standard,1,0,uk_destroyer_daring_group,,False
uk_cruiser_york,4,britain,Большой флот,vehicle,standard,1,1,uk_cruiser_dido,,False
uk_battleship_colossus,5,britain,Большой флот,vehicle,standard,1,0,uk_cruiser_york,,False
uk_battleship_rodney,6,britain,Большой флот,vehicle,standard,1,0,uk_battleship_colossus,,False
uk_destroyer_clemson_churchill,1,britain,Большой флот,vehicle,standard,2,0,,,False
uk_minelayer_abdiel_class_abdiel,2,britain,Большой флот,vehicle,standard,2,0,,,False
uk_cruiser_enterprise_d52,3,britain,Большой флот,vehicle,standard,2,0,uk_minelayer_abdiel_class_abdiel,,False
uk_cruiser_hawkins,3,britain,Большой флот,vehicle,standard,2,1,uk_cruiser_enterprise_d52,,False
uk_cruiser_kent_norfolk_group,4,britain,Большой флот,folder,standard,2,0,uk_cruiser_hawkins,,False
uk_cruiser_kent,4,britain,Большой флот,vehicle,standard,2,0,uk_cruiser_kent_norfolk_group,0,False
uk_cruiser_norfolk,4,britain,Большой флот,vehicle,standard,2,0,uk_cruiser_kent,1,False
uk_cruiser_london,4,britain,Большой флот,vehicle,standard,2,0,uk_cruiser_norfolk,2,False
uk_battlecruiser_invincible,4,britain,Большой флот,vehicle,standard,2,1,uk_cruiser_kent_norfolk_group,,False
uk_battlecruiser_glorious,5,britain,Большой флот,vehicle,standard,2,0,uk_battlecruiser_invincible,,False
uk_battlecruiser_queen_mary,5,britain,Большой флот,vehicle,standard,2,1,uk_battlecruiser_glorious,,False
uk_battlecruiser_repulse,6,britain,Большой флот,vehicle,standard,2,0,uk_battlecruiser_queen_mary,,False
uk_battlecruiser_hood,6,britain,Большой флот,vehicle,standard,2,1,uk_battlecruiser_repulse,,False
uk_destroyer_v_class_verdun,1,britain,Большой флот,vehicle,premium,0,0,,,False
uk_destroyer_v_class_valhalla,1,britain,Большой флот,vehicle,premium,0,1,,,False
uk_destroyer_j_class,2,britain,Большой флот,vehicle,premium,0,0,,,False
uk_destroyer_tribal_mohawk,2,britain,Большой флот,vehicle,premium,0,1,,,True
uk_destroyer_haida,3,britain,Большой флот,vehicle,premium,0,0,,,True
uk_destroyer_daring_class_diamond,3,britain,Большой флот,vehicle,premium,0,1,,,False
uk_cruiser_liverpool,4,britain,Большой флот,vehicle,premium,0,0,,,True
uk_cruiser_belfast,4,britain,Большой флот,vehicle,premium,0,1,,,False
uk_battleship_iron_duke,5,britain,Большой флот,vehicle,premium,0,0,,,False
uk_battlecruiser_renown,5,britain,Большой флот,vehicle,premium,0,1,,,True
uk_battleship_q_elizabet_class_barham,6,britain,Большой флот,vehicle,premium,0,0,,,True
uk_battleship_nelson,6,britain,Большой флот,vehicle,premium,0,1,,,True
uk_destroyer_clemson_montgomery_g95,1,britain,Большой флот,vehicle,premium,1,0,,,False
uk_destroyer_g_garland,2,britain,Большой флот,vehicle,premium,1,0,,,True
uk_destroyer_battle_cadiz,3,britain,Большой флот,vehicle,premium,1,0,,,True
uk_cruiser_tiger,5,britain,Большой флот,vehicle,premium,1,0,,,True
uk_mtb_1series,1,britain,Малый флот,vehicle,standard,0,0,,,False
uk_mtb35_vosper,1,britain,Малый флот,vehicle,standard,0,1,,,False
uk_fairmile_a_ml100,1,britain,Малый флот,vehicle,standard,0,2,uk_mtb35_vosper,,False
uk_70ft_mgb,1,britain,Малый флот,vehicle,standard,0,3,uk_fairmile_a_ml100,,False
uk_fairmile_b_ml345,2,britain,Малый флот,vehicle,standard,0,0,uk_70ft_mgb,,False
uk_dark_class,2,britain,Малый флот,vehicle,standard,0,1,uk_fairmile_b_ml345,,False
uk_71ft_mtb460,3,britain,Малый флот,vehicle,standard,0,0,uk_dark_class,,False
uk_dark_class_mtb,3,britain,Малый флот,vehicle,standard,0,1,uk_71ft_mtb460,,False
uk_fairmile_d_617_632,3,britain,Малый флот,vehicle,standard,0,2,uk_dark_class_mtb,,False
uk_fairmile_d_697_800,4,britain,Малый флот,vehicle,standard,0,0,uk_fairmile_d_617_632,,False
uk_sgb_304,4,britain,Малый флот,vehicle,standard,0,1,uk_fairmile_d_697_800,,False
uk_brave_borderer,5,britain,Малый флот,vehicle,standard,0,0,uk_sgb_304,,False
uk_destroyer_restigouche_class_terranova,5,britain,Малый флот,vehicle,standard,0,1,uk_brave_borderer,,False
uk_frigate_leopard,5,britain,Малый флот,vehicle,standard,0,2,uk_destroyer_restigouche_class_terranova,,False
uk_mtb_vosper_1series,1,britain,Малый флот,vehicle,standard,1,0,,,False
uk_mtb_vosper_2series,1,britain,Малый флот,vehicle,standard,1,1,uk_mtb_vosper_1series,,False
uk_hdml_ml1383,1,britain,Малый флот,vehicle,standard,1,2,uk_mtb_vosper_2series,,False
uk_isles_class_trawler,2,britain,Малый флот,vehicle,standard,1,0,uk_hdml_ml1383,,False
uk_flower_class,2,britain,Малый флот,vehicle,standard,1,1,uk_isles_class_trawler,,False
uk_fairmile_c,3,britain,Малый флот,vehicle,standard,1,0,uk_flower_class,,False
uk_fairmile_lcs_l_h_mk2,3,britain,Малый флот,vehicle,standard,1,1,uk_fairmile_c,,False
uk_fairmile_d_601_616,3,britain,Малый флот,vehicle,standard,1,2,uk_fairmile_lcs_l_h_mk2,,False
uk_attack_class_arrow,4,britain,Малый флот,vehicle,standard,1,0,uk_fairmile_d_601_616,,False
uk_fremantle_class,4,britain,Малый флот,vehicle,standard,1,1,uk_attack_class_arrow,,False
uk_fairmile_c_332,4,britain,Малый флот,vehicle,standard,1,2,uk_fremantle_class,,False
uk_frigate_whitby_blackpool,5,britain,Малый флот,vehicle,standard,1,0,uk_fairmile_c_332,,False
uk_corvette_peacock,5,britain,Малый флот,vehicle,standard,1,1,uk_frigate_whitby_blackpool,,False
uk_mtb_2series,1,britain,Малый флот,vehicle,premium,0,0,,,False
uk_71ft_mgb,2,britain,Малый флот,vehicle,premium,0,0,,,False
uk_gay_class_archer,3,britain,Малый флот,vehicle,premium,0,0,,,True
uk_fairmile_d_5001_5029,3,britain,Малый флот,vehicle,premium,0,1,,,True
uk_sgb_309,3,britain,Малый флот,vehicle,premium,0,2,,,True
uk_corvette_orla,4,britain,Малый флот,vehicle,premium,0,0,,,False
uk_frigate_whitby,4,britain,Малый флот,vehicle,premium,0,1,,,False
uk_higgins_78ft_mtb422,3,britain,Малый флот,vehicle,premium,1,0,,,True
uk_dark_class_mtb_td,3,britain,Малый флот,vehicle,premium,1,1,,,True
uk_frigate_river,4,britain,Малый флот,vehicle,premium,1,0,,,True
jp_type_95_ha_go,1,japan,Наземная техника,vehicle,standard,0,0,,,False
jp_type_98_ke_ni,1,japan,Наземная техника,vehicle,standard,0,1,,,False
jp_type_2_ka_mi,1,japan,Наземная техника,vehicle,standard,0,2,jp_type_98_ke_ni,,False
jp_m24_chaffee,3,japan,Наземная техника,vehicle,standard,0,0,,,False
jp_m4a3e8_76w_sherman,4,japan,Наземная техника,vehicle,standard,0,0,jp_m24_chaffee,,False
jp_m41_walker_bulldog,4,japan,Наземная техника,vehicle,standard,0,1,jp_m4a3e8_76w_sherman,,False
jp_type_60_group,4,japan,Наземная техника,folder,standard,0,2,jp_m41_walker_bulldog,,False
jp_type_60_sprg,4,japan,Наземная техника,vehicle,standard,0,2,jp_type_60_group,0,False
jp_type_60_atm,4,japan,Наземная техника,vehicle,standard,0,2,jp_type_60_sprg,1,False
jp_type_87_rcv_prot,5,japan,Наземная техника,vehicle,standard,0,0,jp_type_60_group,,False
jp_type_87_89_group,6,japan,Наземная техника,folder,standard,0,0,jp_type_87_rcv_prot,,False
jp_type_87_rcv,6,japan,Наземная техника,vehicle,standard,0,0,jp_type_87_89_group,0,False
jp_type_89,6,japan,Наземная техника,vehicle,standard,0,0,jp_type_87_rcv,1,False
jp_icv_ifv_prototype,7,japan,Наземная техника,vehicle,standard,0,0,jp_type_87_89_group,,False
jp_type_10_prototype,7,japan,Наземная техника,vehicle,standard,0,1,jp_icv_ifv_prototype,,False
jp_type_89b_i_go_otsu,1,japan,Наземная техника,vehicle,standard,1,0,,,False
jp_type_97_chi_ha,1,japan,Наземная техника,vehicle,standard,1,1,jp_type_89b_i_go_otsu,,False
jp_type_2_ho_i,1,japan,Наземная техника,vehicle,standard,1,2,jp_type_97_chi_ha,,False
jp_type_97_kai,2,japan,Наземная техника,vehicle,standard,1,0,,,False
jp_type_1_chi_he,2,japan,Наземная техника,vehicle,standard,1,1,jp_type_97_kai,,False
jp_type_3_chi_nu,3,japan,Наземная техника,vehicle,standard,1,0,jp_type_1_chi_he,,False
jp_chi_to_group,3,japan,Наземная техника,folder,standard,1,1,jp_type_3_chi_nu,,False
jp_type_4_chi_to,3,japan,Наземная техника,vehicle,standard,1,1,jp_chi_to_group,0,False
jp_type_4_chi_to_late,3,japan,Наземная техника,vehicle,standard,1,1,jp_type_4_chi_to,1,False
jp_type_5_chi_ri,3,japan,Наземная техника,vehicle,standard,1,2,jp_chi_to_group,,False
jp_st_group,4,japan,Наземная техника,folder,standard,1,0,jp_type_5_chi_ri,,False
jp_st_a1,4,japan,Наземная техника,vehicle,standard,1,0,jp_st_group,0,False
jp_st_a2,4,japan,Наземная техника,vehicle,standard,1,0,jp_st_a1,1,False
jp_type_61_sta_group,4,japan,Наземная техника,folder,standard,1,1,jp_st_group,,False
jp_type_61,4,japan,Наземная техника,vehicle,standard,1,1,jp_type_61_sta_group,0,False
jp_st_a3,4,japan,Наземная техника,vehicle,standard,1,1,jp_type_61,1,False
jp_m47_patton_ii,5,japan,Наземная техника,vehicle,standard,1,0,jp_type_61_sta_group,,False
jp_type_74_stb_group,5,japan,Наземная техника,folder,standard,1,1,jp_m47_patton_ii,,False
jp_st_b1,5,japan,Наземная техника,vehicle,standard,1,1,jp_type_74_stb_group,0,False
jp_type_74_c,5,japan,Наземная техника,vehicle,standard,1,1,jp_st_b1,1,False
jp_type_74_group,6,japan,Наземная техника,folder,standard,1,0,jp_type_74_stb_group,,False
jp_type_74,6,japan,Наземная техника,vehicle,standard,1,0,jp_type_74_group,0,False
jp_type_74_f,6,japan,Наземная техника,vehicle,standard,1,0,jp_type_74,1,False
jp_type_90_group,7,japan,Наземная техника,folder,standard,1,0,jp_type_74_group,,False
jp_type_90,7,japan,Наземная техника,vehicle,standard,1,0,jp_type_90_group,0,False
jp_type_90b,7,japan,Наземная техника,vehicle,standard,1,0,jp_type_90,1,False
jp_type_10_group,8,japan,Наземная техника,folder,standard,1,0,jp_type_90_group,,False
jp_type_10,8,japan,Наземная техника,vehicle,standard,1,0,jp_type_10_group,0,False
