Запуск парсера shop.blkx...
Порог для определения премиумных колонок: 50.0%
      ОТЛАДКА: Добавлена техника uk_sherman_vc_firefly с предшественником 'uk_sherman_II', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_a30_challenger с order=0
        ОТЛАДКА: get_group_items добавлен uk_a_34_comet с order=1
        ОТЛАДКА: Группа uk_challenger_comet_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_challenger_comet_group зависит от uk_sherman_vc_firefly
        ОТЛАДКА: Добавлена группа uk_challenger_comet_group с предшественником 'uk_sherman_vc_firefly', статус: standard
          ОТЛАДКА: Элемент uk_a30_challenger, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_challenger_comet_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_a30_challenger (order=0) зависит от группы uk_challenger_comet_group
          ОТЛАДКА: Финальный predecessor для uk_a30_challenger: 'uk_challenger_comet_group'
          ОТЛАДКА: Добавлен элемент группы uk_a30_challenger с предшественником 'uk_challenger_comet_group', статус: standard
          ОТЛАДКА: Элемент uk_a_34_comet, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_challenger_comet_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_a_34_comet с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_a30_challenger с order=0
          ОТЛАДКА: Элемент группы uk_a_34_comet зависит от uk_a30_challenger
          ОТЛАДКА: Финальный predecessor для uk_a_34_comet: 'uk_a30_challenger'
          ОТЛАДКА: Добавлен элемент группы uk_a_34_comet с предшественником 'uk_a30_challenger', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_challenger_comet_group
      ОТЛАДКА: Техника uk_centurion_mk_1, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=uk_challenger_comet_group, has_dependency: True
      ОТЛАДКА: Техника uk_centurion_mk_1 зависит от группы uk_challenger_comet_group
      ОТЛАДКА: Добавлена техника uk_centurion_mk_1 с предшественником 'uk_challenger_comet_group', статус: standard
      ОТЛАДКА: Техника uk_centurion_mk_3, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_centurion_mk_3 зависит от uk_centurion_mk_1
      ОТЛАДКА: Добавлена техника uk_centurion_mk_3 с предшественником 'uk_centurion_mk_1', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_fv221_caernarvon с order=0
        ОТЛАДКА: get_group_items добавлен uk_conqueror_mk_2 с order=1
        ОТЛАДКА: Группа uk_caernarvon_conqueror_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_caernarvon_conqueror_group зависит от uk_centurion_mk_3
        ОТЛАДКА: Добавлена группа uk_caernarvon_conqueror_group с предшественником 'uk_centurion_mk_3', статус: standard
          ОТЛАДКА: Элемент uk_fv221_caernarvon, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_caernarvon_conqueror_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_fv221_caernarvon (order=0) зависит от группы uk_caernarvon_conqueror_group
          ОТЛАДКА: Финальный predecessor для uk_fv221_caernarvon: 'uk_caernarvon_conqueror_group'
          ОТЛАДКА: Добавлен элемент группы uk_fv221_caernarvon с предшественником 'uk_caernarvon_conqueror_group', статус: standard
          ОТЛАДКА: Элемент uk_conqueror_mk_2, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_caernarvon_conqueror_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_conqueror_mk_2 с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_fv221_caernarvon с order=0
          ОТЛАДКА: Элемент группы uk_conqueror_mk_2 зависит от uk_fv221_caernarvon
          ОТЛАДКА: Финальный predecessor для uk_conqueror_mk_2: 'uk_fv221_caernarvon'
          ОТЛАДКА: Добавлен элемент группы uk_conqueror_mk_2 с предшественником 'uk_fv221_caernarvon', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_caernarvon_conqueror_group
      ОТЛАДКА: Техника uk_centurion_mk_10, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=uk_caernarvon_conqueror_group, has_dependency: True
      ОТЛАДКА: Техника uk_centurion_mk_10 зависит от группы uk_caernarvon_conqueror_group
      ОТЛАДКА: Добавлена техника uk_centurion_mk_10 с предшественником 'uk_caernarvon_conqueror_group', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_chieftain_mk_3 с order=0
        ОТЛАДКА: get_group_items добавлен uk_chieftain_mk_5 с order=1
        ОТЛАДКА: Группа uk_chieftain_mk_3_5_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_chieftain_mk_3_5_group зависит от uk_centurion_mk_10
        ОТЛАДКА: Добавлена группа uk_chieftain_mk_3_5_group с предшественником 'uk_centurion_mk_10', статус: standard
          ОТЛАДКА: Элемент uk_chieftain_mk_3, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_chieftain_mk_3_5_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_chieftain_mk_3 (order=0) зависит от группы uk_chieftain_mk_3_5_group
          ОТЛАДКА: Финальный predecessor для uk_chieftain_mk_3: 'uk_chieftain_mk_3_5_group'
          ОТЛАДКА: Добавлен элемент группы uk_chieftain_mk_3 с предшественником 'uk_chieftain_mk_3_5_group', статус: standard
          ОТЛАДКА: Элемент uk_chieftain_mk_5, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_chieftain_mk_3_5_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_chieftain_mk_5 с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_chieftain_mk_3 с order=0
          ОТЛАДКА: Элемент группы uk_chieftain_mk_5 зависит от uk_chieftain_mk_3
          ОТЛАДКА: Финальный predecessor для uk_chieftain_mk_5: 'uk_chieftain_mk_3'
          ОТЛАДКА: Добавлен элемент группы uk_chieftain_mk_5 с предшественником 'uk_chieftain_mk_3', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_chieftain_mk_3_5_group
      ОТЛАДКА: Техника uk_chieftain_mk_10, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=uk_chieftain_mk_3_5_group, has_dependency: True
      ОТЛАДКА: Техника uk_chieftain_mk_10 зависит от группы uk_chieftain_mk_3_5_group
      ОТЛАДКА: Добавлена техника uk_chieftain_mk_10 с предшественником 'uk_chieftain_mk_3_5_group', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_challenger_1 с order=0
        ОТЛАДКА: get_group_items добавлен uk_challenger_mk_3 с order=1
        ОТЛАДКА: Группа uk_challenger_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_challenger_group зависит от uk_chieftain_mk_10
        ОТЛАДКА: Добавлена группа uk_challenger_group с предшественником 'uk_chieftain_mk_10', статус: standard
          ОТЛАДКА: Элемент uk_challenger_1, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_challenger_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_challenger_1 (order=0) зависит от группы uk_challenger_group
          ОТЛАДКА: Финальный predecessor для uk_challenger_1: 'uk_challenger_group'
          ОТЛАДКА: Добавлен элемент группы uk_challenger_1 с предшественником 'uk_challenger_group', статус: standard
          ОТЛАДКА: Элемент uk_challenger_mk_3, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_challenger_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_challenger_mk_3 с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_challenger_1 с order=0
          ОТЛАДКА: Элемент группы uk_challenger_mk_3 зависит от uk_challenger_1
          ОТЛАДКА: Финальный predecessor для uk_challenger_mk_3: 'uk_challenger_1'
          ОТЛАДКА: Добавлен элемент группы uk_challenger_mk_3 с предшественником 'uk_challenger_1', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_challenger_group
        ОТЛАДКА: get_group_items добавлен uk_challenger_II с order=0
        ОТЛАДКА: get_group_items добавлен uk_challenger_2_dorchester с order=1
        ОТЛАДКА: get_group_items добавлен uk_challenger_2_tes с order=2
        ОТЛАДКА: Группа uk_challenger_2_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_challenger_2_group зависит от предыдущей группы uk_challenger_group
        ОТЛАДКА: Добавлена группа uk_challenger_2_group с предшественником 'uk_challenger_group', статус: standard
          ОТЛАДКА: Элемент uk_challenger_II, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_challenger_2_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_challenger_II (order=0) зависит от группы uk_challenger_2_group
          ОТЛАДКА: Финальный predecessor для uk_challenger_II: 'uk_challenger_2_group'
          ОТЛАДКА: Добавлен элемент группы uk_challenger_II с предшественником 'uk_challenger_2_group', статус: standard
          ОТЛАДКА: Элемент uk_challenger_2_dorchester, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_challenger_2_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_challenger_2_dorchester с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_challenger_II с order=0
          ОТЛАДКА: Элемент группы uk_challenger_2_dorchester зависит от uk_challenger_II
          ОТЛАДКА: Финальный predecessor для uk_challenger_2_dorchester: 'uk_challenger_II'
          ОТЛАДКА: Добавлен элемент группы uk_challenger_2_dorchester с предшественником 'uk_challenger_II', статус: standard
          ОТЛАДКА: Элемент uk_challenger_2_tes, reqAir в JSON: нет, значение: 'отсутствует', order=2, parent_id=uk_challenger_2_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_challenger_2_tes с prev_order=1
          ОТЛАДКА: Проверяем элемент uk_challenger_II с order=0
          ОТЛАДКА: Проверяем элемент uk_challenger_2_dorchester с order=1
          ОТЛАДКА: Элемент группы uk_challenger_2_tes зависит от uk_challenger_2_dorchester
          ОТЛАДКА: Финальный predecessor для uk_challenger_2_tes: 'uk_challenger_2_dorchester'
          ОТЛАДКА: Добавлен элемент группы uk_challenger_2_tes с предшественником 'uk_challenger_2_dorchester', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_challenger_2_group
      ОТЛАДКА: Техника uk_challenger_2_lep, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=uk_challenger_2_group, has_dependency: True
      ОТЛАДКА: Техника uk_challenger_2_lep зависит от группы uk_challenger_2_group
      ОТЛАДКА: Добавлена техника uk_challenger_2_lep с предшественником 'uk_challenger_2_group', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_challenger_2_bn с order=0
        ОТЛАДКА: get_group_items добавлен uk_challenger_2e с order=1
        ОТЛАДКА: Группа uk_challenger_bn_e_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_challenger_bn_e_group зависит от uk_challenger_2_lep
        ОТЛАДКА: Добавлена группа uk_challenger_bn_e_group с предшественником 'uk_challenger_2_lep', статус: standard
          ОТЛАДКА: Элемент uk_challenger_2_bn, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_challenger_bn_e_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_challenger_2_bn (order=0) зависит от группы uk_challenger_bn_e_group
          ОТЛАДКА: Финальный predecessor для uk_challenger_2_bn: 'uk_challenger_bn_e_group'
          ОТЛАДКА: Добавлен элемент группы uk_challenger_2_bn с предшественником 'uk_challenger_bn_e_group', статус: standard
          ОТЛАДКА: Элемент uk_challenger_2e, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_challenger_bn_e_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_challenger_2e с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_challenger_2_bn с order=0
          ОТЛАДКА: Элемент группы uk_challenger_2e зависит от uk_challenger_2_bn
          ОТЛАДКА: Финальный predecessor для uk_challenger_2e: 'uk_challenger_2_bn'
          ОТЛАДКА: Добавлен элемент группы uk_challenger_2e с предшественником 'uk_challenger_2_bn', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_challenger_bn_e_group
    Столбец 0: обработано 34 элементов
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_1 с order=0
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_11 с order=1
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_9 с order=2
        ОТЛАДКА: get_group_items добавлен uk_a_22b_mk_3_churchill_1942 с order=0
        ОТЛАДКА: get_group_items добавлен uk_churchill_na75 с order=1
      ОТЛАДКА: Премиум техники в колонке: 0/19 = 0.00, порог: 0.5
      ОТЛАДКА: Техника uk_m3_stuart, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Добавлена техника uk_m3_stuart с предшественником '', статус: standard
      ОТЛАДКА: Техника uk_m3a1_stuart, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_m3a1_stuart зависит от uk_m3_stuart
      ОТЛАДКА: Добавлена техника uk_m3a1_stuart с предшественником 'uk_m3_stuart', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_1 с order=0
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_11 с order=1
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_9 с order=2
        ОТЛАДКА: Группа uk_valentine_group, reqAir в JSON: есть, значение: '', has_dependency: False
        ОТЛАДКА: Группа uk_valentine_group имеет reqAir='', предшественника нет
        ОТЛАДКА: Добавлена группа uk_valentine_group с предшественником '', статус: standard
          ОТЛАДКА: Элемент uk_valentine_mk_1, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_valentine_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_valentine_mk_1 (order=0) зависит от группы uk_valentine_group
          ОТЛАДКА: Финальный predecessor для uk_valentine_mk_1: 'uk_valentine_group'
          ОТЛАДКА: Добавлен элемент группы uk_valentine_mk_1 с предшественником 'uk_valentine_group', статус: standard
          ОТЛАДКА: Элемент uk_valentine_mk_11, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_valentine_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_valentine_mk_11 с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_valentine_mk_1 с order=0
          ОТЛАДКА: Элемент группы uk_valentine_mk_11 зависит от uk_valentine_mk_1
          ОТЛАДКА: Финальный predecessor для uk_valentine_mk_11: 'uk_valentine_mk_1'
          ОТЛАДКА: Добавлен элемент группы uk_valentine_mk_11 с предшественником 'uk_valentine_mk_1', статус: standard
          ОТЛАДКА: Элемент uk_valentine_mk_9, reqAir в JSON: нет, значение: 'отсутствует', order=2, parent_id=uk_valentine_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_valentine_mk_9 с prev_order=1
          ОТЛАДКА: Проверяем элемент uk_valentine_mk_1 с order=0
          ОТЛАДКА: Проверяем элемент uk_valentine_mk_11 с order=1
          ОТЛАДКА: Элемент группы uk_valentine_mk_9 зависит от uk_valentine_mk_11
          ОТЛАДКА: Финальный predecessor для uk_valentine_mk_9: 'uk_valentine_mk_11'
          ОТЛАДКА: Добавлен элемент группы uk_valentine_mk_9 с предшественником 'uk_valentine_mk_11', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_valentine_group
      ОТЛАДКА: Техника uk_a_12_mk_2_matilda_2, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=uk_valentine_group, has_dependency: True
      ОТЛАДКА: Техника uk_a_12_mk_2_matilda_2 зависит от группы uk_valentine_group
      ОТЛАДКА: Добавлена техника uk_a_12_mk_2_matilda_2 с предшественником 'uk_valentine_group', статус: standard
      ОТЛАДКА: Техника uk_a_22_mk_1_churchill_1941, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_a_22_mk_1_churchill_1941 зависит от uk_a_12_mk_2_matilda_2
      ОТЛАДКА: Добавлена техника uk_a_22_mk_1_churchill_1941 с предшественником 'uk_a_12_mk_2_matilda_2', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_a_22b_mk_3_churchill_1942 с order=0
        ОТЛАДКА: get_group_items добавлен uk_churchill_na75 с order=1
        ОТЛАДКА: Группа uk_churchill_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_churchill_group зависит от uk_a_22_mk_1_churchill_1941
        ОТЛАДКА: Добавлена группа uk_churchill_group с предшественником 'uk_a_22_mk_1_churchill_1941', статус: standard
          ОТЛАДКА: Элемент uk_a_22b_mk_3_churchill_1942, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_churchill_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_a_22b_mk_3_churchill_1942 (order=0) зависит от группы uk_churchill_group
          ОТЛАДКА: Финальный predecessor для uk_a_22b_mk_3_churchill_1942: 'uk_churchill_group'
          ОТЛАДКА: Добавлен элемент группы uk_a_22b_mk_3_churchill_1942 с предшественником 'uk_churchill_group', статус: standard
          ОТЛАДКА: Элемент uk_churchill_na75, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_churchill_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_churchill_na75 с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_a_22b_mk_3_churchill_1942 с order=0
          ОТЛАДКА: Элемент группы uk_churchill_na75 зависит от uk_a_22b_mk_3_churchill_1942
          ОТЛАДКА: Финальный predecessor для uk_churchill_na75: 'uk_a_22b_mk_3_churchill_1942'
          ОТЛАДКА: Добавлен элемент группы uk_churchill_na75 с предшественником 'uk_a_22b_mk_3_churchill_1942', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_churchill_group
      ОТЛАДКА: Техника uk_a_22f_mk_7_churchill_1944, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=uk_churchill_group, has_dependency: True
      ОТЛАДКА: Техника uk_a_22f_mk_7_churchill_1944 зависит от группы uk_churchill_group
      ОТЛАДКА: Добавлена техника uk_a_22f_mk_7_churchill_1944 с предшественником 'uk_churchill_group', статус: standard
      ОТЛАДКА: Техника uk_charioteer_mk_7, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_charioteer_mk_7 зависит от uk_a_22f_mk_7_churchill_1944
      ОТЛАДКА: Добавлена техника uk_charioteer_mk_7 с предшественником 'uk_a_22f_mk_7_churchill_1944', статус: standard
      ОТЛАДКА: Техника uk_fv4202, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_fv4202 зависит от uk_charioteer_mk_7
      ОТЛАДКА: Добавлена техника uk_fv4202 с предшественником 'uk_charioteer_mk_7', статус: standard
      ОТЛАДКА: Техника uk_vickers_mbt_mk_1, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_vickers_mbt_mk_1 зависит от uk_fv4202
      ОТЛАДКА: Добавлена техника uk_vickers_mbt_mk_1 с предшественником 'uk_fv4202', статус: standard
      ОТЛАДКА: Техника uk_vickers_mbt_mk_3, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_vickers_mbt_mk_3 зависит от uk_vickers_mbt_mk_1
      ОТЛАДКА: Добавлена техника uk_vickers_mbt_mk_3 с предшественником 'uk_vickers_mbt_mk_1', статус: standard
      ОТЛАДКА: Техника uk_vickers_mk_11, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_vickers_mk_11 зависит от uk_vickers_mbt_mk_3
      ОТЛАДКА: Добавлена техника uk_vickers_mk_11 с предшественником 'uk_vickers_mbt_mk_3', статус: standard
      ОТЛАДКА: Техника uk_vfm_5, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_vfm_5 зависит от uk_vickers_mk_11
      ОТЛАДКА: Добавлена техника uk_vfm_5 с предшественником 'uk_vickers_mk_11', статус: standard
      ОТЛАДКА: Техника uk_vickers_mk7, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_vickers_mk7 зависит от uk_vfm_5
      ОТЛАДКА: Добавлена техника uk_vickers_mk7 с предшественником 'uk_vfm_5', статус: standard
    Столбец 1: обработано 19 элементов
        ОТЛАДКА: get_group_items добавлен uk_a39_tortoise с order=0
        ОТЛАДКА: get_group_items добавлен uk_fv4004_conway с order=1
        ОТЛАДКА: get_group_items добавлен uk_fv510_isv с order=0
        ОТЛАДКА: get_group_items добавлен uk_ratel_zt3 с order=1
      ОТЛАДКА: Премиум техники в колонке: 0/18 = 0.00, порог: 0.5
      ОТЛАДКА: Техника uk_a17_mk_1_tetrarch, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Добавлена техника uk_a17_mk_1_tetrarch с предшественником '', статус: standard
      ОТЛАДКА: Техника uk_daimler_mk_2, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_daimler_mk_2 зависит от uk_a17_mk_1_tetrarch
      ОТЛАДКА: Добавлена техника uk_daimler_mk_2 с предшественником 'uk_a17_mk_1_tetrarch', статус: standard
      ОТЛАДКА: Техника uk_sp_17_pdr_valentine, reqAir в JSON: есть, значение: '', next_should_depend_on_group=None, has_dependency: False
      ОТЛАДКА: Техника uk_sp_17_pdr_valentine имеет reqAir='', предшественника нет
      ОТЛАДКА: Добавлена техника uk_sp_17_pdr_valentine с предшественником '', статус: standard
      ОТЛАДКА: Техника uk_3_inch_gun_carrier, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_3_inch_gun_carrier зависит от uk_sp_17_pdr_valentine
      ОТЛАДКА: Добавлена техника uk_3_inch_gun_carrier с предшественником 'uk_sp_17_pdr_valentine', статус: standard
      ОТЛАДКА: Техника uk_17_pdr_m10_achilles, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_17_pdr_m10_achilles зависит от uk_3_inch_gun_carrier
      ОТЛАДКА: Добавлена техника uk_17_pdr_m10_achilles с предшественником 'uk_3_inch_gun_carrier', статус: standard
      ОТЛАДКА: Техника uk_m44, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_m44 зависит от uk_17_pdr_m10_achilles
      ОТЛАДКА: Добавлена техника uk_m44 с предшественником 'uk_17_pdr_m10_achilles', статус: standard
      ОТЛАДКА: Техника uk_a30_sp_avenger, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_a30_sp_avenger зависит от uk_m44
      ОТЛАДКА: Добавлена техника uk_a30_sp_avenger с предшественником 'uk_m44', статус: standard
      ОТЛАДКА: Техника uk_fv4005, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_fv4005 зависит от uk_a30_sp_avenger
      ОТЛАДКА: Добавлена техника uk_fv4005 с предшественником 'uk_a30_sp_avenger', статус: standard
      ОТЛАДКА: Техника uk_m109a1, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника uk_m109a1 зависит от uk_fv4005
      ОТЛАДКА: Добавлена техника uk_m109a1 с предшественником 'uk_fv4005', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_a39_tortoise с order=0
        ОТЛАДКА: get_group_items добавлен uk_fv4004_conway с order=1
        ОТЛАДКА: Группа uk_tortoise_conway_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_tortoise_conway_group зависит от uk_m109a1
        ОТЛАДКА: Добавлена группа uk_tortoise_conway_group с предшественником 'uk_m109a1', статус: standard
          ОТЛАДКА: Элемент uk_a39_tortoise, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_tortoise_conway_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_a39_tortoise (order=0) зависит от группы uk_tortoise_conway_group
          ОТЛАДКА: Финальный predecessor для uk_a39_tortoise: 'uk_tortoise_conway_group'
          ОТЛАДКА: Добавлен элемент группы uk_a39_tortoise с предшественником 'uk_tortoise_conway_group', статус: standard
          ОТЛАДКА: Элемент uk_fv4004_conway, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_tortoise_conway_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_fv4004_conway с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_a39_tortoise с order=0
          ОТЛАДКА: Элемент группы uk_fv4004_conway зависит от uk_a39_tortoise
          ОТЛАДКА: Финальный predecessor для uk_fv4004_conway: 'uk_a39_tortoise'
          ОТЛАДКА: Добавлен элемент группы uk_fv4004_conway с предшественником 'uk_a39_tortoise', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_tortoise_conway_group
      ОТЛАДКА: Техника uk_fv438_swingfire, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=uk_tortoise_conway_group, has_dependency: True
      ОТЛАДКА: Техника uk_fv438_swingfire зависит от группы uk_tortoise_conway_group
      ОТЛАДКА: Добавлена техника uk_fv438_swingfire с предшественником 'uk_tortoise_conway_group', статус: standard
        ОТЛАДКА: get_group_items добавлен uk_fv510_isv с order=0
        ОТЛАДКА: get_group_items добавлен uk_ratel_zt3 с order=1
        ОТЛАДКА: Группа uk_fv510_zt3_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа uk_fv510_zt3_group зависит от uk_fv438_swingfire
        ОТЛАДКА: Добавлена группа uk_fv510_zt3_group с предшественником 'uk_fv438_swingfire', статус: standard
          ОТЛАДКА: Элемент uk_fv510_isv, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=uk_fv510_zt3_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы uk_fv510_isv (order=0) зависит от группы uk_fv510_zt3_group
          ОТЛАДКА: Финальный predecessor для uk_fv510_isv: 'uk_fv510_zt3_group'
          ОТЛАДКА: Добавлен элемент группы uk_fv510_isv с предшественником 'uk_fv510_zt3_group', статус: standard
          ОТЛАДКА: Элемент uk_ratel_zt3, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=uk_fv510_zt3_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для uk_ratel_zt3 с prev_order=0
          ОТЛАДКА: Проверяем элемент uk_fv510_isv с order=0
          ОТЛАДКА: Элемент группы uk_ratel_zt3 зависит от uk_fv510_isv
          ОТЛАДКА: Финальный predecessor для uk_ratel_zt3: 'uk_fv510_isv'
          ОТЛАДКА: Добавлен элемент группы uk_ratel_zt3 с предшественником 'uk_fv510_isv', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=uk_fv510_zt3_group
      ОТЛАДКА: Техника uk_fv102_striker, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=uk_fv510_zt3_group, has_dependency: True
